Cat_1,Cat_2,Cat_3,Cat_4,Cat_5,value12_13,value13_14,description,source_name,source_url
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Maths and Science Participation,,"3,100","4,650",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,Indigenous Education,,"40,822","30,887",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Schools Support,ABC Digital Education,,"1,287","1,287",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Trade Training Centres (Non-Government),,,"51,887","31,138",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Digital Education,Digtal Education Revolution Project Pool,,"6,000","4,000",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Digital Education,Digital Education Revolution (Non-Government),,"74,000",0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Smarter Schools: Improving Teacher Quality National Partnership,Teacher Quality,,"17,787","1,179",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,More Support for Students with Disabilities,Students with Disabilities (COPE),,554,"5,001",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,More Support for Students with Disabilities,Students with Disabilities (Non-Government),,"17,066","19,871",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Youth Support,Youth Attainment and Transitions National Partnership,,"114,360","120,195",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Youth Support,Youth Engagement,,"11,418","7,129",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Youth Support,National Youth Affairs Research Component,,240,240,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,ABSTUDY - Secondary,,"139,803","135,475",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,ABSTUDY - Tertiary,,"84,044","86,961",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,Assistance for Isolated Children,,"64,969","71,589",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Student Assistance,Superannuation payments for ATAS,,5,5,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,National Action Plan on Literacy and Numeracy,,,"1,141",0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Empowering Local Schools,Empowering Local Schools,,0,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Empowering Local Schools,Empowering Local Schools (Non-Government),,0,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Rewards for School Improvement,Rewards for School Improvement,,0,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,Rewards for School Improvement,Rewards for School Improvement (Non-Government),,0,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Teaching & Learning for school students,National Rewards for Great Teachers,National Rewards for Great Teachers,,"1,759",0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_2.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Job Services Australia,,"1,276,830","1,346,535",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Pacific Seasonal Workers Program,,"1,148",931,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Productivity Education and Training Fund,,"10,000",0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,"Regional Education, Skills and Jobs Plans",,442,442,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Mature Age Employment,,"6,063","10,864",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Employment Services,Productive Ageing Package,,"4,319","3,033",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Indigenous Employment,Indigenous Employment Program,,"172,576","154,006",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Disability Employment Services,Disability Employment Services,,"750,397","741,367",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Disability Employment Services,Employment Assistance and Other Services,,"37,963","35,597",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Remote Jobs and Communities Program,Remote Participation and Employment Services,,168,"206,642",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Remote Jobs and Communities Program,Remote Youth Leadership and Development Corp,,0,"7,000",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Compensation and Debt Relief,,198,198,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Mobility Allowance,,"147,590","150,976",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,New start Allowance,,"7,609,410","8,385,421",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Parenting Payment Single,,"4,488,882","4,245,923",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Parenting Payment Partnered,,"1,004,203","981,491",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Partner Allowance Benefit,,"12,432","5,949",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Partner Allowance Pension,,"118,428","68,675",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Pensioner Education Supplement,,"81,735","80,537",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Sickness Allowance,,"97,925","99,524",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Utilities Allowance,,"18,274","18,785",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Widow Allowance,,"373,450","351,992",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations",Employment & Training services,Working Age Payments,Youth Allowance (Other),,"836,478","1,074,627",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_3.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Employee Assistance,General Employee Entitlements and Redundancy Scheme,,"248,399","12,887",General Employee Entitlements and Redundancy Scheme safety net payment scheme established to assist employees who have lost their employment due to the liquidation or bankruptcy of their employer and who are owed certain employee entitlements.,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Employee Assistance,Coal Mining Industry Commission,,"169,326","172,618",Coal Mining Industry (Long Service Leave) Administration Act 1992 financing arrangements under this Act the cost of portable long service leave entitlements is managed through a central fund administered by the Coal Mining Industry (Long Service Leave Funding) Corporation. Monthly levy collection transfers are made from the consolidated revenue fund to the central fund.,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Employee Assistance,Fair Entitlements Guarantee Act 2012,,"55,633","192,430",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Protected Action Ballots Scheme,,"1,600","1,600",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,International Labour Organisation Subscription,,"8,323","8,313",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Centre for Workplace Leadership,,"1,660","3,564",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Award Modernisation,,"1,000","3,000",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workplace Assistance,Social and Community Workers Education and Information Program,,800,0,,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workers Compensation Payments,Comcare payments,,"6,279","6,291",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workers Compensation Payments,Asbestos Compensation Payments,,"20,428","23,957",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Safer, fairer and more productive workplaces ",Workers Compensation Payments,Workers Compensation Payments,,"45,573","42,355",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/deewr_2013-14_outcome_4.pdf
"Education, Employment & Workplace Relations","Australian Curriculum, Assessment and Reporting Authority",National Curriculum,,,"12,503","10,597",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_acara.pdf
"Education, Employment & Workplace Relations","Australian Curriculum, Assessment and Reporting Authority",National Data Collection and Reporting,,,"6,660","6,672",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_acara.pdf
"Education, Employment & Workplace Relations","Australian Curriculum, Assessment and Reporting Authority",National Assessment,,,"20,684","17,702",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_acara.pdf
"Education, Employment & Workplace Relations",Australian Institute for Teaching and School Leadership,Assistance for quality teaching and learning,,,"15,249","14,835","Enhance the quality of teaching and leadership through developing standards, recognising teacher excellence, providing professional development opportunities, and supporting the teacher profession",DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_aitsl.pdf
"Education, Employment & Workplace Relations",Comcare,"Promoting worker health, wellbeing and resilience in federal workplaces",,,"24,210","24,623",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,SRC Act Regulation,,"12,142","14,101",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,Management of Premium Claims,,"358,977","367,106",Payment of claims is funded from premium revenue paid to Comcare,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,Management of Pre Premium Grants from Portfolio Agencies,,"14,273","10,654",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Comcare,Supporting injured federal workers,Provide support to the Seafarers Safety Rehabilitation and Compensation Authority,,"1,365","1,432",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Comcare,Access to compensation for people with asbestos-related diseases where the Commonwealth has a liability through management of claims.,,,"37,536","30,672",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_comcare.pdf
"Education, Employment & Workplace Relations",Fair Work Commission,,,,"76,290","83,816",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_fwc.pdf
"Education, Employment & Workplace Relations",Fair Work Ombudsman,Education Services and Compliance Activities,,,"137,346","125,408",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_fwo.pdf
"Education, Employment & Workplace Relations",Office of the Fair Work Building Industry Inspectorate,"Education, Advice and Compliance Functions",,,"31,293","25,495",,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_fwbii.pdf
"Education, Employment & Workplace Relations",Safe Work Australia,,,,"21,139","19,724",Reform of and improvements to Australian work health and safety and workers� compensation arrangements,DEEWR Portfolio Budget Statement ,http://foi.deewr.gov.au/system/files/doc/other/2013-14_pbs_swa.pdf
Health and Ageing,Population Health,"Prevention, early detection and service improvement",,,"107,947","132,039","A reduction in the incidence of preventable mortality and morbidity in Australia, including through regulation and national initiatives that support healthy lifestyles and disease prevention",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,Communicable disease control ,,,"15,763","25,203",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,Drug strategy,,,"236,998","258,796","Reduce the harmful effects of tobacco use, Reduce harm to individuals and communities from excessive alcohol consumption, & Combat illicit drug use",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,Regulatory policy,,,"156,758","169,914","Provide direction and national leadership in food and gene technology regulatory policy issues, maintain and improve the therapeutic goods regulatory framework, and provide for the safe and sustainable use of industrial chemicals.",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,Immunisation,,,"114,786","147,039",Strengthen immunisation coverage & Improve the efficiency of the National Immunisation Program ,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Population Health,Public health,,,"39,082","36,426","Increase the evidence base for the development of targeted health programs, Improve child and youth health, Promote healthy lifestyle choices ",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.01_Outcome_1.pdf
Health and Ageing,Access to Pharmaceutical Services,Community pharmacy and pharmaceutical awareness,,,"340,795","373,616","Access to cost-effective medicines, including through the Pharmaceutical Benefits Scheme and related subsidies, and assistance for medication management through industry partnerships",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.02_Outcome_2.pdf
Health and Ageing,Access to Pharmaceutical Services,Pharmaceuticals and pharmaceutical services,,,"9,694,252","10,108,516",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.02_Outcome_2.pdf
Health and Ageing,Access to Pharmaceutical Services,Targeted assistance - pharmaceuticals,,,"154,384","156,484",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.02_Outcome_2.pdf
Health and Ageing,Access to Pharmaceutical Services,Targeted assistance - aids and appliances,,,"288,705","308,744",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.02_Outcome_2.pdf
Health and Ageing,Access to Medical Services,Medicare services,,,"18,578,765","19,122,219","Access to cost-effective medical, practice nursing and allied health services, including through Medicare subsidies for clinically relevant services",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.03_Outcome_3.pdf
Health and Ageing,Access to Medical Services,Targeted assistance - medical ,,,"32,729","42,518",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.03_Outcome_3.pdf
Health and Ageing,Access to Medical Services,Diagnostic imaging services ,,,"3,995","3,952",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.03_Outcome_3.pdf
Health and Ageing,Access to Medical Services,Pathology services,,,"5,780","5,226",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.03_Outcome_3.pdf
Health and Ageing,Access to Medical Services,Chronic disease - radiation oncology,,,"73,957","75,138",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.03_Outcome_3.pdf
Health and Ageing,Aged Care and Population Ageing,Access and Information,,,"137,093","157,515","Access to quality and affordable aged care and carer support services for older people, including through subsidies and grants, industry assistance, training and regulation of the aged care sector",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Aged Care and Population Ageing,Home Support,,,"1,416,387","1,516,179",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Aged Care and Population Ageing,Home Care,,,"1,161,819","1,224,859",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Aged Care and Population Ageing,Residential and Flexible Care,,,"8,347,055","8,849,448",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Aged Care and Population Ageing,Workforce and Quality,,,"253,974","280,374",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Aged Care and Population Ageing,Ageing and Service Improvement,,,"184,317","222,842",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.04_Outcome_4.pdf
Health and Ageing,Primary Care,Primary care education and training,,,"7,939","8,040","Access to comprehensive, community-based health care, including through first point of call services for prevention, diagnosis and treatment of ill-health, and for ongoing management of chronic disease",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.05_Outcome_5.pdf
Health and Ageing,Primary Care,"Primary care financing, quality and access",,,"576,138","660,917",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.05_Outcome_5.pdf
Health and Ageing,Primary Care,Primary care practice incentives,,,"282,008","209,913",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.05_Outcome_5.pdf
Health and Ageing,Rural Health,,,,"100,160","106,327",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.06_Outcome_6.pdf
Health and Ageing,Hearing Services,,,,"416,871","452,717","A reduction in the incidence and consequence of hearing loss, including through research and prevention activities, and access to hearing services and devices for eligible people ",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.07_Outcome_7.pdf
Health and Ageing,Indigenous Health,,,,"750,252","847,812","Closing the gap in life expectancy and child mortality rates for Indigenous Australians, including through primary health care, child and maternal health, and substance use services",Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup1/$File/2013-14_DoHA_PBS_2.08_Outcome_8.pdf
Health and Ageing,Private Health,,,,"5,576,093","5,410,891",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.09_Outcome_9.pdf
Health and Ageing,Health System Capacity And Quality,Chronic disease � treatment,,,"218,931","188,494",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Health System Capacity And Quality, e-Health implementation ,,,"105,711","148,925",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Health System Capacity And Quality,Health information,,,"34,200","31,315",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Health System Capacity And Quality,International policy engagement,,,"14,931","14,932",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
Health and Ageing,Health System Capacity And Quality,Research capacity and quality,,,"74,351","121,316",,Australian Government 2012-13 Health and Ageing Portfolio Budget Statements,http://www.health.gov.au/internet/budget/publishing.nsf/Content/2013-2014_Health_PBS_sup2/$File/2013-14_DoHA_PBS_2.10_Outcome_10.pdf
